customer_id,telecom_partner,gender,age,state,city,pincode,date_of_registration,num_dependents,estimated_salary,calls_made,sms_sent,data_used,churn
1183,Vodafone,F,58.0,Arunachal Pradesh,Bangalore,209205,06-01-2020,0,145486,50,31.0,684.0,0
44182,Airtel,F,59.0,Odisha,Delhi,564690,09-08-2020,0,82595,49,14.0,8264.0,0
12793,BSNL,M,26.0,Manipur,Chennai,670474,05-03-2020,3,29616,93,43.0,8139.0,0
145471,Reliance Jio,M,47.0,Meghalaya,Bangalore,977834,29-12-2021,4,120929,8,34.0,5682.0,1
145014,Reliance Jio,F,51.0,West Bengal,Hyderabad,824901,26-12-2021,3,66705,37,11.0,7053.0,0
67554,Airtel,M,45.0,Nagaland,Mumbai,495346,04-12-2020,0,31377,48,7.0,2973.0,0
18095,Vodafone,M,20.0,Odisha,Mumbai,645336,31-03-2020,2,57375,63,36.0,9145.0,0
72293,Reliance Jio,M,23.0,,Delhi,464777,27-12-2020,2,111346,57,15.0,601.0,0
68790,Airtel,M,72.0,Meghalaya,Chennai,945328,10-12-2020,2,106442,-6,38.0,7172.0,0
64516,Reliance Jio,F,36.0,Tripura,Delhi,115623,18-11-2020,1,65942,65,16.0,4859.0,1
130308,Vodafone,F,,Arunachal Pradesh,Chennai,308208,14-10-2021,0,63301,64,5.0,8631.0,1
59816,Vodafone,M,56.0,Chhattisgarh,Kolkata,694721,26-10-2020,0,57406,47,16.0,4367.0,0
109157,Vodafone,M,59.0,Haryana,Bangalore,531024,30-06-2021,3,124857,96,31.0,6454.0,0
150375,Reliance Jio,M,50.0,Haryana,Hyderabad,251096,22-01-2022,3,42192,43,25.0,-530.0,0
25098,Reliance Jio,M,56.0,Uttarakhand,,473264,05-05-2020,0,88403,41,5.0,2249.0,1
197570,Vodafone,F,22.0,West Bengal,Hyderabad,579434,15-09-2022,3,92995,10,40.0,7137.0,1
181438,BSNL,M,35.0,Nagaland,Mumbai,184012,27-06-2022,0,88251,1,40.0,5415.0,1
166960,Reliance Jio,M,32.0,Karnataka,Delhi,255689,15-04-2022,1,44434,40,17.0,7909.0,0
215778,Vodafone,F,23.0,Kerala,Chennai,628707,15-12-2022,0,54802,3,48.0,28.0,0
223619,Reliance Jio,M,53.0,Meghalaya,Kolkata,816195,24-01-2023,4,97348,35,33.0,5931.0,0
11973,BSNL,M,33.0,,Hyderabad,244492,29-02-2020,0,125919,21,23.0,7326.0,0
56103,Airtel,M,25.0,Assam,Chennai,510616,07-10-2020,4,60826,24,21.0,6369.0,0
23356,Vodafone,M,58.0,West Bengal,Delhi,565985,26-04-2020,0,34681,49,6.0,4044.0,0
138431,Reliance Jio,F,21.0,Meghalaya,Hyderabad,796018,23-11-2021,1,128231,62,,1227.0,0
109194,Reliance Jio,M,40.0,Madhya Pradesh,Mumbai,712066,30-06-2021,1,116967,61,31.0,1950.0,0
223288,Reliance Jio,M,35.0,Bihar,Chennai,544552,22-01-2023,4,105993,23,37.0,9528.0,0
243115,Vodafone,F,71.0,Uttar Pradesh,Bangalore,158179,01-05-2023,4,85422,70,10.0,8321.0,0
242087,Airtel,M,19.0,Karnataka,Hyderabad,287942,26-04-2023,4,84047,15,43.0,6396.0,1
134440,Vodafone,M,62.0,Himachal Pradesh,Kolkata,317605,03-11-2021,0,113527,87,32.0,2795.0,0
225395,Airtel,M,26.0,Meghalaya,Kolkata,104961,02-02-2023,1,79099,24,21.0,9507.0,0
52491,Vodafone,M,73.0,Assam,Delhi,314623,19-09-2020,1,23387,102,24.0,5184.0,0
211024,BSNL,F,74.0,Kerala,Bangalore,623085,22-11-2022,1,136840,5,28.0,8956.0,1
34118,Vodafone,F,66.0,Himachal Pradesh,Mumbai,401226,19-06-2020,3,75987,96,37.0,2816.0,0
53201,Airtel,M,26.0,Karnataka,Bangalore,973785,23-09-2020,4,147159,78,3.0,6724.0,1
105182,Reliance Jio,F,73.0,Himachal Pradesh,Chennai,825594,10-06-2021,1,26599,1,5.0,472.0,0
145510,Airtel,F,74.0,Sikkim,Delhi,308005,29-12-2021,2,90289,16,44.0,7422.0,0
201330,Reliance Jio,M,24.0,Chhattisgarh,Mumbai,149693,04-10-2022,0,134556,1,14.0,1610.0,0
191865,Vodafone,F,18.0,Rajasthan,Kolkata,761637,18-08-2022,0,31758,66,14.0,5851.0,0
207468,BSNL,M,22.0,Nagaland,Bangalore,739254,04-11-2022,4,84765,-1,37.0,10304.0,0
13865,Airtel,M,72.0,Kerala,Hyderabad,747695,10-03-2020,0,120452,41,32.0,4878.0,1
235102,BSNL,F,59.0,Karnataka,Kolkata,954864,22-03-2023,4,101707,80,3.0,7137.0,0
119912,BSNL,M,32.0,Telangana,Hyderabad,505346,23-08-2021,0,26266,22,13.0,10283.0,0
61144,Vodafone,M,51.0,Bihar,Kolkata,705640,02-11-2020,3,122780,57,13.0,1787.0,0
46402,Reliance Jio,M,26.0,Gujarat,Hyderabad,623948,20-08-2020,4,20586,94,48.0,1316.0,0
238677,Airtel,F,53.0,Bihar,Mumbai,912716,09-04-2023,3,103037,28,10.0,6348.0,0
138699,Vodafone,M,19.0,Rajasthan,Delhi,158009,25-11-2021,3,123076,15,47.0,8418.0,0
1644,vodafone,M,43.0,West Bengal,Mumbai,825715,09-01-2020,1,24626,45,33.0,-284.0,0
40231,BSNL,M,36.0,Meghalaya,Bangalore,174218,20-07-2020,3,139861,10,41.0,3007.0,0
228647,Vodafone,M,18.0,Karnataka,Bangalore,135056,18-02-2023,1,53714,75,16.0,8840.0,1
37023,BSNL,M,74.0,Tamil Nadu,Delhi,879188,04-07-2020,3,37322,70,33.0,7419.0,0
85243,Vodafone,M,61.0,Tamil Nadu,Mumbai,717166,02-03-2021,2,123864,17,34.0,4884.0,0
201993,Vodafone,F,23.0,Manipur,Bangalore,291817,07-10-2022,4,104021,29,28.0,9747.0,1
32990,Vodafone,F,43.0,Meghalaya,Bangalore,479901,14-06-2020,2,83224,-7,33.0,6633.0,0
13846,Reliance Jio,M,30.0,Nagaland,Bangalore,751841,10-03-2020,3,51996,67,32.0,9486.0,0
164888,Airtel,M,50.0,,Bangalore,441357,05-04-2022,0,104763,24,29.0,7132.0,0
8640,Vodafone,F,73.0,Rajasthan,Kolkata,611001,13-02-2020,3,106408,38,36.0,4146.0,0
67566,BSNL,F,69.0,Haryana,Mumbai,353218,04-12-2020,1,82262,92,44.0,7058.0,0
100059,Vodafone,M,34.0,Odisha,Delhi,439446,15-05-2021,2,62606,80,44.0,8636.0,0
179376,Reliance Jio,M,42.0,Tripura,Kolkata,558752,16-06-2022,3,29296,53,45.0,4644.0,1
156763,BSNL,M,73.0,Tamil Nadu,Bangalore,401308,23-02-2022,3,96997,29,26.0,5085.0,0
53082,Vodafone,F,21.0,Uttarakhand,Mumbai,471741,22-09-2020,3,70245,55,22.0,8813.0,0
173848,Airtel,F,,Himachal Pradesh,Chennai,175148,20-05-2022,1,44673,69,45.0,5202.0,1
233095,Airtel,F,31.0,Nagaland,Chennai,181324,12-03-2023,2,122294,77,14.0,4700.0,1
12054,reliance jio,F,49.0,Kerala,Mumbai,687124,01-03-2020,4,105191,83,48.0,910.0,0
196932,Vodafone,F,33.0,Telangana,Kolkata,445455,12-09-2022,1,117693,41,13.0,4519.0,0
70746,BSNL,M,48.0,Odisha,Mumbai,179119,20-12-2020,2,140665,31,14.0,7240.0,0
202949,Vodafone,M,28.0,Maharashtra,Delhi,917496,12-10-2022,4,39241,38,38.0,8431.0,0
119983,Vodafone,M,71.0,Goa,Delhi,604064,23-08-2021,3,145460,29,-1.0,2349.0,0
192257,Reliance Jio,M,61.0,,Hyderabad,592036,20-08-2022,0,26062,-7,22.0,2827.0,1
228547,Airtel,M,35.0,Uttar Pradesh,Hyderabad,615740,17-02-2023,4,116355,85,24.0,5155.0,0
155280,Vodafone,F,66.0,,Delhi,334608,16-02-2022,2,97895,17,-3.0,7368.0,0
227852,Airtel,M,30.0,Meghalaya,Bangalore,682051,14-02-2023,2,133722,9,18.0,10134.0,1
187120,BSNL,F,35.0,Tamil Nadu,Bangalore,972962,25-07-2022,3,117744,72,1.0,1392.0,1
188198,Reliance Jio,M,48.0,Uttarakhand,Bangalore,187137,30-07-2022,1,103400,97,51.0,484.0,0
233035,Reliance Jio,M,59.0,Telangana,Kolkata,144411,12-03-2023,0,128087,44,51.0,3825.0,0
174492,Reliance Jio,F,21.0,Maharashtra,Chennai,185356,23-05-2022,4,47683,85,16.0,6032.0,0
240645,reliance jio,F,71.0,Assam,Chennai,298266,19-04-2023,4,94556,93,31.0,4104.0,0
216560,BSNL,F,51.0,Sikkim,Bangalore,235147,19-12-2022,3,142698,46,,7530.0,1
107831,Reliance Jio,M,73.0,Meghalaya,Kolkata,205592,23-06-2021,1,29648,40,13.0,6157.0,0
48847,Reliance Jio,F,65.0,West Bengal,Kolkata,735017,01-09-2020,0,65290,25,11.0,1290.0,0
37391,Airtel,F,46.0,Odisha,Kolkata,929223,06-07-2020,4,99085,29,21.0,6668.0,1
61571,Vodafone,F,64.0,Uttar Pradesh,Kolkata,873888,04-11-2020,0,55671,7,46.0,5075.0,0
101179,Reliance Jio,M,63.0,Gujarat,Bangalore,881728,21-05-2021,3,94027,32,40.0,10479.0,0
149764,Reliance Jio,M,28.0,Nagaland,Chennai,339655,19-01-2022,3,74680,105,34.0,8191.0,1
49491,Airtel,M,72.0,Jharkhand,Mumbai,371502,04-09-2020,3,134918,88,46.0,8290.0,0
220602,BSNL,F,37.0,Rajasthan,Mumbai,354902,09-01-2023,2,20044,7,17.0,4850.0,0
156060,BSNL,M,42.0,Punjab,Kolkata,281875,20-02-2022,3,103879,95,34.0,6152.0,0
222945,BSNL,F,42.0,Arunachal Pradesh,Hyderabad,459415,20-01-2023,4,34350,2,17.0,7031.0,0
118758,Reliance Jio,M,46.0,West Bengal,Kolkata,617172,17-08-2021,4,127376,50,26.0,7445.0,1
124336,Vodafone,M,25.0,Kerala,Kolkata,912725,14-09-2021,1,57420,21,36.0,9377.0,1
103072,Reliance Jio,F,28.0,Maharashtra,Hyderabad,917442,30-05-2021,2,50627,94,,7076.0,0
218712,BSNL,F,37.0,Haryana,Bangalore,413788,30-12-2022,3,66100,31,42.0,1096.0,0
172801,Vodafone,M,46.0,Assam,Kolkata,882942,14-05-2022,0,55768,28,32.0,4933.0,1
170725,BSNL,M,27.0,Meghalaya,Kolkata,249690,04-05-2022,2,20899,47,23.0,-148.0,0
125281,BSNL,F,52.0,Himachal Pradesh,Bangalore,265994,19-09-2021,2,38448,24,21.0,2096.0,0
77698,Vodafone,F,74.0,Chhattisgarh,Chennai,590290,23-01-2021,2,75132,29,29.0,6120.0,0
126251,Reliance Jio,F,56.0,Mizoram,Mumbai,241860,23-09-2021,1,94361,97,5.0,5401.0,0
9744,Vodafone,F,66.0,Tamil Nadu,Chennai,850880,18-02-2020,0,70385,7,2.0,4369.0,1
169936,Reliance Jio,F,37.0,Bihar,Mumbai,563058,30-04-2022,4,111270,69,29.0,3014.0,0
140896,BSNL,F,38.0,Tripura,Delhi,289472,06-12-2021,3,149035,-7,16.0,6955.0,0
200261,vodafone,F,67.0,Sikkim,Delhi,973594,29-09-2022,4,149182,48,36.0,1919.0,1
41758,BSNL,F,67.0,Madhya Pradesh,Delhi,417311,27-07-2020,1,29540,30,29.0,8543.0,1
174877,Airtel,M,51.0,Gujarat,Chennai,644159,25-05-2022,0,73460,98,27.0,8479.0,0
241482,Vodafone,F,30.0,,Chennai,713978,23-04-2023,0,36488,33,8.0,2094.0,0
156401,BSNL,M,39.0,Sikkim,Kolkata,290987,21-02-2022,3,490324,15,31.0,709.0,0
11853,Reliance Jio,M,44.0,Karnataka,Kolkata,172627,29-02-2020,0,107197,69,25.0,9889.0,0
56048,Vodafone,M,20.0,Goa,Mumbai,835441,07-10-2020,0,69253,5,37.0,10754.0,0
230886,Vodafone,F,52.0,Arunachal Pradesh,Hyderabad,820803,01-03-2023,2,57828,4,0.0,5115.0,0
54522,Vodafone,M,57.0,Maharashtra,Hyderabad,130574,29-09-2020,3,88045,93,4.0,4427.0,0
214498,Vodafone,M,24.0,Odisha,Hyderabad,701911,09-12-2022,3,39336,16,19.0,6814.0,0
146210,BSNL,M,19.0,Tamil Nadu,Hyderabad,287214,01-01-2022,3,66730,1,15.0,6126.0,0
79034,Reliance Jio,M,56.0,Punjab,Delhi,298478,30-01-2021,4,130771,-9,41.0,,0
21357,Airtel,M,28.0,Chhattisgarh,Kolkata,706783,16-04-2020,3,80400,57,17.0,7063.0,1
138378,Vodafone,F,43.0,Manipur,Bangalore,308020,23-11-2021,2,115590,12,20.0,10000.0,0
77524,Airtel,M,39.0,Gujarat,Chennai,465748,23-01-2021,0,112787,61,46.0,7351.0,0
189532,Reliance Jio,F,45.0,Tripura,Bangalore,161589,06-08-2022,1,68150,98,39.0,5785.0,0
170392,BSNL,M,29.0,Rajasthan,Bangalore,966140,02-05-2022,2,102830,31,4.0,4971.0,1
23694,BSNL,M,21.0,,Mumbai,287798,28-04-2020,0,109367,88,1.0,5000.0,0
36297,Vodafone,F,24.0,Odisha,Kolkata,476992,30-06-2020,1,22188,99,2.0,4122.0,1
90997,Reliance Jio,M,71.0,Karnataka,Chennai,462720,31-03-2021,1,85044,46,36.0,7331.0,0
185304,Airtel,M,46.0,Chhattisgarh,Bangalore,665505,16-07-2022,0,138450,47,13.0,5394.0,0
108871,Vodafone,M,48.0,Himachal Pradesh,Chennai,128090,28-06-2021,1,111989,27,15.0,519.0,0
168835,BSNL,M,32.0,Himachal Pradesh,Kolkata,717171,25-04-2022,3,125208,75,22.0,913.0,0
156416,BSNL,M,52.0,West Bengal,Mumbai,936517,21-02-2022,3,121121,27,-3.0,-427.0,0
219577,Vodafone,M,36.0,Andhra Pradesh,Chennai,554647,03-01-2023,0,104183,39,41.0,1912.0,1
48439,Vodafone,F,29.0,Telangana,Mumbai,249945,30-08-2020,1,92915,78,4.0,2174.0,0
17495,Vodafone,M,66.0,Tamil Nadu,Chennai,741584,28-03-2020,0,124739,95,33.0,956.0,0
4606,airtel,M,63.0,Maharashtra,Hyderabad,488569,24-01-2020,4,60342,24,21.0,7300.0,0
159909,BSNL,M,36.0,West Bengal,Bangalore,747531,11-03-2022,3,119754,80,37.0,6268.0,0
108395,Reliance Jio,M,68.0,Kerala,Delhi,747891,26-06-2021,0,99103,40,34.0,5991.0,1
225341,Airtel,M,64.0,Madhya Pradesh,Delhi,799009,01-02-2023,3,74076,47,4.0,10061.0,0
146144,Airtel,M,59.0,Sikkim,Delhi,953644,01-01-2022,2,64501,77,28.0,,1
10937,BSNL,M,23.0,Gujarat,Chennai,609863,24-02-2020,3,113277,64,46.0,7935.0,0
170244,Vodafone,M,74.0,Gujarat,Hyderabad,229403,02-05-2022,1,50791,12,26.0,3023.0,0
55460,BSNL,M,42.0,Kerala,Bangalore,462685,04-10-2020,4,77019,85,22.0,6871.0,0
129316,BSNL,F,69.0,Nagaland,Kolkata,893706,09-10-2021,4,32069,68,41.0,2764.0,0
112955,Reliance Jio,M,29.0,Punjab,Hyderabad,911453,19-07-2021,0,28071,67,15.0,2080.0,1
232162,vodafone,M,52.0,Chhattisgarh,Hyderabad,923205,07-03-2023,0,115298,75,33.0,845.0,0
220328,Vodafone,F,41.0,Uttar Pradesh,Mumbai,830026,07-01-2023,4,140195,20,3.0,,0
27062,BSNL,M,53.0,Goa,Chennai,742102,15-05-2020,0,36743,13,15.0,7359.0,0
664,BSNL,M,73.0,Bihar,Bangalore,379863,04-01-2020,0,126677,77,5.0,7696.0,0
167896,Reliance Jio,F,32.0,Uttarakhand,Chennai,682870,20-04-2022,1,109735,63,42.0,1880.0,0
82276,Reliance Jio,M,48.0,Manipur,Delhi,247175,15-02-2021,3,119787,-4,-1.0,6647.0,1
233226,BSNL,M,44.0,Rajasthan,Hyderabad,906627,13-03-2023,2,144641,55,7.0,1793.0,1
49996,BSNL,M,49.0,,Mumbai,739548,07-09-2020,4,133930,54,40.0,4145.0,0
32074,Reliance Jio,F,,Sikkim,Mumbai,971506,09-06-2020,0,505152,86,13.0,9996.0,1
50406,airtel,F,73.0,Tamil Nadu,Delhi,279573,09-09-2020,2,26905,17,30.0,1792.0,0
160938,Reliance Jio,F,62.0,Chhattisgarh,Kolkata,822859,16-03-2022,1,111029,92,3.0,9048.0,1
165289,BSNL,F,38.0,Tripura,Hyderabad,985043,07-04-2022,4,79839,102,45.0,9412.0,0
17968,BSNL,M,44.0,Sikkim,,959559,30-03-2020,1,60360,71,45.0,9032.0,0
241760,Reliance Jio,M,54.0,Assam,Hyderabad,503453,25-04-2023,0,104418,60,31.0,8938.0,0
224180,BSNL,M,33.0,Maharashtra,Hyderabad,623311,27-01-2023,1,76654,18,24.0,9064.0,0
197073,BSNL,M,38.0,Mizoram,Bangalore,334001,13-09-2022,4,58114,727,11.0,433.0,0
184747,Reliance Jio,F,54.0,Goa,Chennai,952455,13-07-2022,0,74747,39,26.0,6133.0,0
23643,Airtel,F,67.0,Gujarat,Hyderabad,188042,28-04-2020,3,29919,89,52.0,2085.0,0
78505,Vodafone,F,33.0,Maharashtra,Chennai,346624,27-01-2021,4,141483,6,17.0,5372.0,0
48224,Airtel,M,31.0,Chhattisgarh,Kolkata,363257,29-08-2020,3,80371,1,15.0,4977.0,0
22664,Airtel,F,21.0,Bihar,Kolkata,260733,23-04-2020,2,117766,12,21.0,2015.0,1
122923,Reliance Jio,F,26.0,Goa,Mumbai,551421,07-09-2021,1,96627,17,-2.0,7733.0,0
161351,Airtel,F,64.0,Madhya Pradesh,Kolkata,645033,18-03-2022,1,unknown,54,41.0,7884.0,0
105082,BSNL,F,20.0,Manipur,Chennai,150635,09-06-2021,2,54662,62,7.0,2354.0,0
150229,BSNL,M,44.0,Punjab,Delhi,777479,21-01-2022,1,382216,42,30.0,94.0,0
148144,Vodafone,M,61.0,Telangana,Kolkata,189133,11-01-2022,4,121590,78,29.0,7464.0,0
101803,Vodafone,F,36.0,Kerala,Mumbai,385736,24-05-2021,2,22415,72,15.0,8976.0,0
198592,Reliance Jio,M,48.0,Gujarat,Kolkata,568400,20-09-2022,2,56249,20,2.0,8546.0,1
193408,Vodafone,F,39.0,Uttarakhand,Chennai,450131,26-08-2022,1,143291,58,19.0,9440.0,0
230208,airtel,M,41.0,Meghalaya,Delhi,553702,26-02-2023,0,107363,50,32.0,4773.0,0
138862,Reliance Jio,F,27.0,Punjab,Delhi,516772,26-11-2021,4,139671,87,16.0,,0
154512,vodafone,M,42.0,West Bengal,Bangalore,395389,12-02-2022,4,56195,62,13.0,9812.0,0
209941,Vodafone,F,42.0,Maharashtra,Kolkata,629602,16-11-2022,3,108274,40,36.0,1333.0,0
154490,Airtel,M,57.0,Karnataka,Bangalore,598158,12-02-2022,3,74900,55,22.0,9767.0,0
103503,airtel,M,60.0,Telangana,Bangalore,873639,02-06-2021,1,26201,93,26.0,3274.0,1
53485,BSNL,M,55.0,Assam,Kolkata,468072,24-09-2020,4,120704,53,,6280.0,0
199627,Vodafone,M,52.0,Jharkhand,Chennai,174807,26-09-2022,4,45925,69,23.0,5445.0,0
197667,Reliance Jio,M,30.0,Nagaland,Kolkata,108203,16-09-2022,0,117335,54,40.0,1995.0,0
92619,Reliance Jio,F,27.0,Jharkhand,Delhi,824884,08-04-2021,2,66459,48,20.0,7385.0,0
40952,Vodafone,F,45.0,Tamil Nadu,Chennai,368034,23-07-2020,3,32104,79,38.0,8214.0,0
64754,Airtel,F,30.0,Uttarakhand,Delhi,499614,20-11-2020,4,86024,75,46.0,7313.0,1
210738,Reliance Jio,M,26.0,Nagaland,Kolkata,220272,20-11-2022,1,121765,44,20.0,6764.0,1
44445,Airtel,M,74.0,Madhya Pradesh,Kolkata,618066,10-08-2020,3,56610,27,24.0,7718.0,0
86686,Airtel,M,42.0,Manipur,Bangalore,433759,09-03-2021,4,105203,70,46.0,5706.0,0
126069,BSNL,M,43.0,Arunachal Pradesh,Delhi,457831,22-09-2021,1,34310,21,33.0,6714.0,0
115227,Vodafone,M,57.0,Sikkim,Hyderabad,271870,30-07-2021,3,97416,60,30.0,8227.0,0
11669,Reliance Jio,F,39.0,Himachal Pradesh,Kolkata,987272,28-02-2020,0,136235,8,40.0,5559.0,0
123261,Reliance Jio,M,73.0,Bihar,Kolkata,584069,08-09-2021,3,46790,63,16.0,4099.0,0
27531,Airtel,M,29.0,Sikkim,Bangalore,730948,17-05-2020,1,104963,89,16.0,4258.0,0
40371,BSNL,M,57.0,Uttarakhand,Mumbai,635861,21-07-2020,4,103971,49,,332.0,0
237393,Reliance Jio,F,25.0,Uttar Pradesh,Chennai,934517,03-04-2023,1,132066,25,33.0,0.0,0
90269,BSNL,M,24.0,Meghalaya,Chennai,721505,27-03-2021,4,93043,14,27.0,2630.0,0
82593,Airtel,M,50.0,Nagaland,Delhi,979642,17-02-2021,4,63412,40,8.0,3021.0,0
188740,Vodafone,F,49.0,Chhattisgarh,Delhi,806369,02-08-2022,4,89833,4,34.0,4209.0,0
73820,Vodafone,F,62.0,Odisha,Hyderabad,756872,04-01-2021,2,69641,13,37.0,4888.0,0
150210,Vodafone,F,61.0,Tripura,Bangalore,149188,21-01-2022,3,139747,61,19.0,3723.0,1
152250,Reliance Jio,F,29.0,Goa,Hyderabad,812530,01-02-2022,2,92973,14,-4.0,677.0,0
14475,BSNL,M,72.0,Nagaland,Chennai,806330,13-03-2020,2,104742,30,13.0,2876.0,0
139608,Airtel,M,35.0,Chhattisgarh,Kolkata,121972,29-11-2021,3,43007,82,7.0,3170.0,1
96838,Vodafone,F,58.0,Chhattisgarh,Kolkata,567965,29-04-2021,4,24837,75,44.0,9556.0,1
107578,Vodafone,M,22.0,Sikkim,Bangalore,208919,22-06-2021,1,unknown,62,47.0,9414.0,1
46956,Airtel,M,59.0,Nagaland,Kolkata,550707,23-08-2020,2,51353,43,,7441.0,0
232520,Reliance Jio,M,38.0,Maharashtra,Delhi,735751,09-03-2023,1,130237,21,43.0,5507.0,0
42855,Reliance Jio,M,50.0,Jharkhand,Bangalore,246113,02-08-2020,0,136651,100,41.0,350.0,0
184428,Airtel,M,31.0,Chhattisgarh,Chennai,800585,12-07-2022,1,33779,54,3.0,5231.0,0
74916,Vodafone,M,56.0,Manipur,Chennai,114615,09-01-2021,2,88084,70,48.0,7660.0,0
60795,Reliance Jio,M,53.0,Telangana,Mumbai,214994,31-10-2020,2,68687,91,,8937.0,1
103616,Reliance Jio,M,21.0,Rajasthan,Hyderabad,185403,02-06-2021,1,59802,107,22.0,940.0,0
207189,Airtel,F,57.0,Jharkhand,Delhi,272319,02-11-2022,2,72787,40,25.0,1765.0,0
137025,Reliance Jio,F,22.0,Bihar,Delhi,116189,16-11-2021,0,39952,66,7.0,2816.0,0
183854,Vodafone,M,58.0,Maharashtra,Chennai,915526,09-07-2022,4,110245,92,,5364.0,0
157618,Airtel,F,30.0,Rajasthan,Kolkata,279112,27-02-2022,2,80767,23,2.0,8988.0,0
198657,Vodafone,F,,Bihar,Delhi,955464,21-09-2022,0,96336,58,26.0,3015.0,0
139510,Airtel,F,34.0,Haryana,Mumbai,985991,29-11-2021,2,79970,89,-1.0,3731.0,0
54085,Vodafone,M,19.0,Kerala,Chennai,486193,27-09-2020,0,113922,80,38.0,2554.0,0
206673,Vodafone,F,25.0,Chhattisgarh,Bangalore,687078,31-10-2022,1,149170,54,48.0,3158.0,0
41106,Vodafone,M,72.0,Odisha,Delhi,810345,24-07-2020,2,134344,-3,14.0,5852.0,0
50906,Reliance Jio,M,37.0,Goa,Mumbai,324027,11-09-2020,1,105554,77,35.0,6555.0,0
138944,Vodafone,M,68.0,Tamil Nadu,Hyderabad,726780,26-11-2021,1,130668,87,3.0,6601.0,0
200526,Vodafone,F,31.0,,Bangalore,390325,30-09-2022,4,69877,39,8.0,7342.0,0
21454,BSNL,M,58.0,Karnataka,Kolkata,801748,17-04-2020,4,145374,51,2.0,2215.0,1
122224,Vodafone,F,74.0,Bihar,Kolkata,127886,03-09-2021,4,114632,24,46.0,-604.0,1
143385,Airtel,F,36.0,Tamil Nadu,Mumbai,174056,18-12-2021,4,114758,11,12.0,6987.0,1
115258,reliance jio,F,64.0,Andhra Pradesh,Hyderabad,912677,30-07-2021,3,107369,11,31.0,3677.0,0
67431,BSNL,F,63.0,Telangana,Hyderabad,903035,03-12-2020,1,97713,60,11.0,9040.0,0
88057,BSNL,F,65.0,Kerala,Delhi,960683,16-03-2021,3,69688,82,30.0,5550.0,1
179410,Reliance Jio,M,61.0,Maharashtra,Mumbai,939802,16-06-2022,0,49531,549,28.0,5503.0,0
72149,BSNL,F,69.0,Jharkhand,Hyderabad,511038,27-12-2020,0,104752,81,35.0,7629.0,0
119064,Vodafone,F,40.0,Chhattisgarh,Delhi,925402,18-08-2021,3,58899,42,17.0,7871.0,1
141953,Airtel,M,74.0,Nagaland,Bangalore,155746,11-12-2021,2,104844,30,53.0,3052.0,1
191824,Airtel,F,44.0,Karnataka,Kolkata,384553,18-08-2022,3,99999999,1,37.0,7560.0,0
230550,bsnl,F,33.0,West Bengal,Kolkata,994385,27-02-2023,3,119062,94,,4224.0,0
144208,Vodafone,M,74.0,Uttarakhand,Delhi,850861,22-12-2021,0,79439,69,11.0,9458.0,0
198891,Airtel,M,60.0,Odisha,Delhi,907346,22-09-2022,0,unknown,90,26.0,583.0,1
223329,BSNL,F,50.0,Meghalaya,Delhi,875662,22-01-2023,3,147475,944,,8271.0,0
25555,Reliance Jio,M,50.0,,Mumbai,423549,07-05-2020,0,59956,-1,32.0,4093.0,0
62501,Vodafone,M,51.0,Andhra Pradesh,Bangalore,843091,08-11-2020,0,133740,75,29.0,7829.0,0
107927,Reliance Jio,M,18.0,Sikkim,Delhi,204068,24-06-2021,2,24992,66,,4831.0,0
224946,Reliance Jio,M,73.0,Meghalaya,Chennai,427037,30-01-2023,3,126849,6,18.0,6445.0,0
17273,Vodafone,M,67.0,Maharashtra,Mumbai,445019,27-03-2020,2,45555,53,15.0,4386.0,0
164731,Vodafone,M,65.0,Mizoram,Chennai,108672,04-04-2022,3,32567,13,10.0,9526.0,0
91663,BSNL,M,61.0,Himachal Pradesh,Delhi,432218,03-04-2021,3,unknown,13,11.0,5161.0,0
223710,Reliance Jio,F,68.0,Tripura,Chennai,364683,24-01-2023,2,110553,94,26.0,50.0,0
28226,Airtel,M,39.0,Telangana,Bangalore,430919,21-05-2020,2,100955,52,5.0,5459.0,0
131863,Vodafone,M,59.0,Punjab,Bangalore,371346,21-10-2021,3,126144,23,27.0,5559.0,0
50393,Airtel,F,35.0,Mizoram,Mumbai,532754,09-09-2020,3,111778,8,17.0,7595.0,0
87713,Reliance Jio,M,36.0,West Bengal,Bangalore,227861,15-03-2021,3,27661,92,29.0,5744.0,0
9844,Vodafone,M,47.0,Uttar Pradesh,Kolkata,705517,19-02-2020,4,137768,19,44.0,5867.0,0
231244,Vodafone,M,44.0,Tripura,Chennai,433591,03-03-2023,1,103480,93,20.0,7794.0,0
216472,BSNL,F,54.0,Kerala,Chennai,397184,19-12-2022,3,52274,98,16.0,9525.0,1
143677,Reliance Jio,M,69.0,Haryana,Bangalore,695739,20-12-2021,3,58961,80,32.0,10430.0,1
88322,Airtel,M,21.0,Uttar Pradesh,Chennai,162525,18-03-2021,2,69396,82,9.0,8368.0,0
223045,Vodafone,M,46.0,Sikkim,Bangalore,503932,21-01-2023,1,139666,3,37.0,7329.0,0
172434,BSNL,F,61.0,Rajasthan,Mumbai,356395,13-05-2022,3,80972,88,2.0,1883.0,0
242854,Vodafone,F,51.0,Uttarakhand,Chennai,457525,30-04-2023,1,137913,34,49.0,7218.0,1
170694,Vodafone,F,52.0,Madhya Pradesh,Kolkata,782926,04-05-2022,0,82812,19,9.0,6727.0,0
